name,games played,minutes,pts,reb,asts,turnover,fgm
HOPKIBO01 ,273,5122,2237,1526,189,0,854
HOPPEDA01 ,169,2401,837,647,100,138,326
HOPSODE01 ,334,7509,3633,939,539,548,1375
HORANJO01 ,19,93,34,10,2,0,12
HORDGCE01 ,145,2971,1099,853,169,231,425
HorfoAl01 ,148,4782,1594,1409,287,240,645
HORFOTI01 ,63,376,93,84,5,30,33
HORNAJE01 ,1077,33964,15659,3646,5281,1971,5929
HORNRO01  ,1,6,2,1,0,1,0
HORNRO01  ,31,314,77,77,11,0,28
HORRYRO01 ,1107,27066,7715,5269,2343,1378,2820
HORTOED01 ,45,374,202,108,19,39,80
HOSKEWI01 ,143,1395,573,355,94,0,235
HOUBRBO01 ,281,6725,2611,1552,500,0,906
HOUSEED01 ,593,10207,4521,1022,965,495,1777
HOUSTAL01 ,839,28308,14551,2434,1990,1760,5337
HOUSTBY01 ,214,2674,835,648,114,173,307
HOVASTO01 ,2,4,0,0,1,0,0
HOWARBR01 ,95,1613,570,263,81,83,237
HOWARDW01 ,407,14627,7035,5107,580,1202,2489
HOWARGR01 ,92,852,312,227,53,0,118
HOWARJO01 ,401,12776,6206,2484,690,592,2361
HOWARJU01 ,1042,34249,15542,6927,2563,2350,6279
HOWARMO01 ,32,345,152,39,42,0,64
HOWAROT01 ,14,113,59,41,5,7,24
HOWARST01 ,120,784,336,173,25,60,115
HOWELBA01 ,950,30627,17770,9383,1853,0,6515
HUBBABO01 ,62,0,224,0,29,0,83
HUBBAPH01 ,665,15863,7228,3538,857,1310,2672
HUDSOLO01 ,890,29794,17940,3926,2432,249,7392
HUDSOTR01 ,517,11280,4637,877,1749,818,1714
HUFFMNA01 ,7,76,23,23,5,3,9
HUGHEAL01 ,68,866,356,113,61,63,152
HUGHEED01 ,97,1158,296,93,159,56,116
HUGHEKI01 ,84,2162,692,775,55,102,300
HUGHEKI01 ,341,5719,932,1592,319,229,435
HUGHELA01 ,673,21144,9819,2892,2145,1467,3596
HUGHERI01 ,21,224,82,49,9,14,35
HUMMEJO01 ,327,7420,2248,1733,543,0,875
HUMPHJA01 ,788,23062,8772,2003,4339,1533,3502
HUMPHKR01 ,288,3357,1204,870,129,170,479
HUMPHRY01 ,85,772,197,189,18,48,78
HUNDLRO01 ,431,9553,3625,1420,1455,0,1382
HUNTEBR01 ,67,630,220,187,22,44,90
HUNTECE01 ,1,1,0,0,0,0,0
HUNTELE01 ,444,11773,5693,3174,741,612,2182
HUNTELE01 ,24,114,42,50,11,0,18
HUNTELI01 ,924,23132,7943,2007,2497,1155,2965
HunteOt01 ,16,91,22,24,1,2,11
HUNTEST01 ,378,5832,1764,1222,79,240,718
HURLEBO01 ,269,4170,1032,283,880,385,361
HURLERO01 ,46,0,239,0,34,0,100
HUSTOGE01 ,496,12252,4380,684,2509,899,1836
HUSTOPA01 ,46,0,164,0,27,0,51
HUTCHME01 ,437,16574,4851,4186,1298,0,1931
HUTTOJO01 ,120,723,302,187,115,0,112
HYDERGR01 ,77,1359,417,332,48,0,183
IAVARMA01 ,531,8371,2328,1725,514,639,899
IGUODAN01 ,404,15347,6305,2296,1757,989,2180
ILGAUZY01 ,707,20484,10142,5559,881,1394,3851
IlicMi01  ,5,5,0,1,0,3,0
IlyasEr01 ,66,976,402,189,49,51,139
IMHOFDA01 ,801,17874,5759,6099,1405,0,2299
INGELTO01 ,27,358,113,53,38,17,45
INGELTO01 ,48,398,129,44,37,0,50
INGRAJO01 ,24,267,67,116,20,0,27
INNIGER01 ,109,2477,964,385,156,124,418
IRVINBY01 ,87,849,451,123,73,59,165
IRVINGE01 ,325,6451,3093,959,428,374,1274
ISSELDA01 ,718,22342,14659,5707,1804,1281,5424
ISSELDA01 ,500,19442,12823,5426,1103,988,5007
IUZZOMI01 ,122,3049,1096,238,522,221,381
IVERSAL01 ,886,36720,23983,3315,5512,3199,8331
IVERSWI01 ,28,531,136,46,80,55,50
IVEYRO01  ,334,4623,1266,425,425,211,483
IVORYEL01 ,20,188,88,66,9,47,38
JABALWA01 ,447,15264,7666,2985,2389,1320,2663
JACKJA01  ,322,9195,3360,878,1285,651,1162
JACKSAL01 ,2,17,0,0,1,0,0
JACKSBO01 ,755,16788,7344,2347,1945,1014,2755
JacksDa01 ,51,425,98,87,8,14,37
JACKSGR01 ,49,802,182,69,96,0,73
JACKSJA01 ,431,7210,2370,785,500,348,865
JACKSJE01 ,135,1346,262,145,184,78,89
JACKSJI01 ,885,29068,12690,4152,2851,2179,4811
JACKSLU01 ,522,13783,5170,4613,818,0,2004
JACKSLU02 ,73,727,252,89,58,49,84
JACKSMA01 ,1296,39124,12489,4963,10323,3154,4793
JACKSMA02 ,387,7566,3238,1655,311,467,1194
JACKSME01 ,262,6890,3032,860,813,314,1162
JACKSMI01 ,264,5918,2683,1506,254,538,1055
JACKSMI02 ,89,888,188,70,198,66,76
JACKSMY01 ,8,22,11,3,6,5,2
JACKSPH01 ,807,14201,5428,3454,898,134,2076
JACKSRA01 ,1,12,2,1,4,1,1
JACKSRA02 ,28,272,114,54,8,26,46
JACKSST01 ,17,92,38,27,16,10,17
JACKSST02 ,599,19471,9252,2295,1889,1487,3281
JACKSTO01 ,138,4091,2190,741,279,297,659
JACKSTO02 ,2,14,2,2,2,0,1
JACKSTR01 ,129,1797,694,243,132,108,279
JACKSWA01 ,56,939,243,133,30,0,96
JACOBCA01 ,287,5323,1488,516,304,210,476
JACOBSA01 ,68,752,283,80,36,34,120
JACOBWI01 ,18,0,50,0,5,0,19
JAMERDA01 ,90,594,306,77,61,45,122
JAMESAA01 ,356,7671,3829,1470,370,241,1609
JAMESBI01 ,1,10,2,0,1,1,1
JAMESGE01 ,88,0,296,141,95,0,116
JAMESHE01 ,212,2703,1292,318,87,134,472
JAMESJE01 ,357,4763,1540,1099,117,403,650
JAMESLE01 ,472,19151,12993,3307,3159,1541,4647
JAMESMI01 ,524,13260,5506,1232,1885,816,2006
JAMESTI01 ,43,261,68,46,11,13,26
JAMISAN01 ,798,29356,15883,6402,1396,1396,6110
JAMISHA01 ,37,249,72,60,10,10,29
JANISJO01 ,70,0,734,0,51,0,297
JANOTHO01 ,9,0,31,0,4,0,9
JARICMA01 ,447,11258,3193,1201,1600,708,1190
JAROSTO01 ,242,0,1306,131,218,0,481
JARVIJI01 ,125,1729,728,235,152,119,279
JASIKSA01 ,138,2529,933,222,399,206,298
JawaiNa01 ,6,19,2,2,0,2,1
JEANNBU01 ,139,0,997,0,287,0,265
JEELAAB01 ,143,2394,1290,500,160,204,475
JEFFEAL01 ,331,9180,4928,2830,338,523,2043
JEFFECH01 ,72,861,281,88,29,64,102
JeffeDo01 ,6,83,29,12,9,6,11
JEFFERI01 ,571,20444,10114,3006,1685,1251,3473
JEFFRJA01 ,439,10088,2343,1946,620,530,920
JENKIHO01 ,15,104,42,9,9,7,15
JENNIKE01 ,164,2955,1090,248,614,201,353
JENTCH01  ,6,88,37,16,8,5,15
JEPSELE01 ,52,192,53,67,2,6,20
JETERHA01 ,5,19,2,1,0,0,1
JianlYi01 ,85,2001,671,422,70,108,254
JohnsAl01 ,103,1306,444,276,33,89,153
JOHNSAM01 ,135,1843,505,505,57,83,214
JOHNSAN01 ,292,6772,2847,1190,675,0,1083
JOHNSAN02 ,762,15145,4304,1309,2211,840,1661
JOHNSAR01 ,332,4142,2888,1272,731,0,808
JOHNSAV01 ,1054,26616,8817,1751,5846,1748,3622
JOHNSBR01 ,26,377,54,55,16,17,23
JOHNSBU01 ,505,11849,4617,1760,856,664,1922
JOHNSCH01 ,521,9972,4241,1318,973,160,1935
JOHNSCL01 ,761,13310,4102,3508,744,767,1699
JOHNSCL02 ,80,688,224,93,45,44,84
JOHNSDA01 ,204,2295,1705,498,569,0,692
JOHNSDA02 ,11,28,12,2,1,1,5
JOHNSDA03 ,59,475,204,64,17,37,74
JOHNSDE01 ,1100,35954,15535,4249,5499,2448,5832
JOHNSDE02 ,5,37,6,7,0,3,3
JOHNSDE03 ,344,5929,2121,769,304,349,770
JOHNSED01 ,166,4899,2039,1688,180,127,787
JOHNSED02 ,675,19975,10163,1522,3436,1717,4015
JOHNSED03 ,1199,32604,19202,4832,2550,2076,7727
JOHNSER01 ,845,16987,3473,5147,387,724,1393
JOHNSER02 ,48,272,54,28,64,26,20
JOHNSFR01 ,596,12897,4937,1025,2476,1054,1947
JOHNSGE01 ,904,18102,4369,5887,929,872,1802
JOHNSGE02 ,69,744,190,220,22,0,84
JOHNSGE02 ,67,1477,317,464,59,84,128
JOHNSGE03 ,464,9878,4214,2610,817,879,1704
JOHNSGU01 ,560,19723,9781,7243,1510,0,4057
JOHNSGU01 ,71,1170,462,381,93,70,201
JOHNSHA01 ,27,0,15,0,11,0,4
JOHNSJI01 ,23,191,31,46,11,15,11
JOHNSJO01 ,869,25681,11200,4778,3285,917,4575
JOHNSJO02 ,700,24824,11279,2870,2935,1458,4352
JOHNSKA01 ,4,12,2,0,0,2,1
JOHNSKE01 ,735,25061,13127,2404,6711,2258,4512
JOHNSKE02 ,64,815,263,243,19,59,113
JOHNSKE03 ,16,156,32,32,0,6,15
JOHNSLA01 ,707,25677,11450,5300,2298,1435,4401
JOHNSLA02 ,4,38,6,5,7,3,3
JOHNSLE01 ,12,90,17,22,1,7,7
JOHNSLI01 ,150,2115,582,493,65,100,239
JOHNSLY01 ,9,53,27,14,2,4,12
JOHNSMA01 ,906,33245,17707,6559,10141,3506,6211
JOHNSMA02 ,691,23694,13892,4817,2502,1627,5733
JOHNSMI01 ,904,25005,12748,6465,2677,2050,4733
JOHNSNA01 ,21,87,46,23,1,6,18
JOHNSNE01 ,178,4154,1835,1318,415,198,736
JOHNSNE01 ,202,2263,798,685,217,0,300
JOHNSNE02 ,516,18298,10023,5856,1269,0,3303
JOHNSOL01 ,690,14554,5341,2280,1212,355,2235
JOHNSRE01 ,305,5979,2564,1238,262,393,1065
JOHNSRI01 ,39,555,228,157,19,0,96
JOHNSRI01 ,96,1061,449,260,39,0,196
JOHNSRO01 ,14,92,37,29,2,0,13
JOHNSST01 ,626,13618,7345,3450,777,1477,2841
JOHNSST02 ,29,234,74,43,5,18,27
JOHNSST03 ,647,19201,10538,4263,984,780,4586
JohnsTr01 ,4,14,4,1,0,1,0
JOHNSVI01 ,984,24308,11825,3109,3212,1569,4882
JOLLIHO01 ,138,1739,388,586,112,0,165
JONESAL01 ,23,127,26,36,3,11,8
JONESAN01 ,164,1704,594,214,119,96,234
JONESAS01 ,11,139,45,11,16,9,15
JONESBI01 ,37,307,129,47,20,18,50
JONESBO01 ,167,5551,2480,1483,634,466,1039
JONESBO01 ,774,20177,8911,4256,1888,1217,3412
JonesBo02 ,90,864,288,149,44,46,103
JONESCA01 ,231,8607,3652,3022,453,513,1536
JONESCA01 ,1068,26474,6589,7663,1347,1596,2554
JONESCH01 ,726,14095,1826,3253,623,487,725
JONESCH02 ,85,1138,296,104,135,57,105
JONESCH03 ,201,3009,1015,758,206,234,365
JONESCO01 ,298,6231,2426,1409,338,335,955
JONESDA01 ,656,13424,4301,1080,1796,552,1511
JONESDA02 ,324,5073,1643,552,230,261,604
JONESDO01 ,15,91,44,9,5,11,19
JONESDW01 ,766,16452,6230,4513,911,771,2459
JONESDW02 ,80,662,125,181,21,25,37
JONESEA01 ,14,50,13,10,4,8,5
JONESED01 ,955,32780,14153,3857,2812,1507,4931
JONESED02 ,363,6960,3257,1745,331,563,1207
JONESFR01 ,430,10306,3206,958,990,511,1090
JONESJA01 ,17,202,76,26,12,0,28
JONESJA02 ,330,6414,2194,828,213,146,731
JONESJI01 ,140,2590,901,272,283,0,362
JONESJI01 ,546,20873,10465,2658,2786,1214,3982
JONESJO01 ,51,475,214,114,26,0,86
JONESJO01 ,29,449,203,117,34,39,81
JONESJU01 ,471,9782,3325,1987,408,388,1294
JONESKC01 ,676,17501,5011,2399,2908,0,1919
JONESLA01 ,95,2235,854,241,270,0,310
JONESLA01 ,456,16721,9651,2484,1760,689,3413
JONESMA01 ,374,5063,1643,1323,215,367,678
JONESMA02 ,6,16,7,2,5,2,3
JONESMA03 ,10,116,23,13,6,3,9
JONESNI01 ,188,2264,1003,216,247,0,393
JONESNI01 ,10,97,28,9,7,8,12
JONESOZ01 ,70,906,245,240,56,64,106
JONESPO01 ,535,12579,3726,3981,696,603,1574
JONESRI01 ,34,877,360,194,46,0,134
JONESRI01 ,474,16114,7562,3565,1348,891,3019
JONESRO01 ,75,1131,370,310,82,7,150
JONESSA01 ,871,24285,15411,4305,2209,0,6271
JONESSH01 ,51,682,244,113,42,47,93
JonesSo01 ,156,1494,412,320,26,63,144
JONESST01 ,640,20209,10258,2392,1452,1004,3964
JONESST01 ,64,819,414,75,63,0,168
JONESWA01 ,607,14420,6140,1394,1947,0,2478
JONESWA01 ,71,1339,532,77,152,76,212
JONESWA02 ,140,1320,1428,408,429,0,521
JONESWI01 ,159,4420,1578,938,305,137,664
JONESWI01 ,566,17511,6906,4622,1141,873,2878
JONESWI02 ,272,4568,2016,767,545,0,846
JONESWI03 ,13,103,41,17,4,8,17
JORDAAD01 ,10,97,21,6,22,8,8
JORDACH01 ,71,855,369,216,53,84,162
JordaDe01 ,53,772,228,237,11,41,93
JORDAED01 ,420,8507,3414,788,1595,897,1349
JORDAMI01 ,1072,41012,32292,6672,5633,2924,12192
JORDARE01 ,186,1662,500,343,190,104,182
JORDATH01 ,4,106,44,19,3,12,18
JORDAWA01 ,30,207,68,42,11,17,29
JORDOPH01 ,442,10792,4835,3028,769,0,1965
JORGEJO01 ,51,0,115,0,33,0,45
JORGENO01 ,268,2673,2363,862,324,0,801
JORGERO01 ,28,0,41,0,1,0,14
JOSEPGA01 ,4,16,2,2,1,2,1
JOSEPYV01 ,1,5,2,0,0,0,0
JOYCEKE01 ,180,4731,1906,304,580,322,815
JOYNEHA01 ,2,5,0,1,0,0,0
JUDKIJE01 ,272,3421,1482,427,282,214,596
KACHAED01 ,52,0,112,0,37,0,38
KAFTAGE01 ,212,1335,1594,424,399,0,586
KALAFED01 ,209,4358,1474,1182,310,0,490
KAMANCH01 ,384,11173,3992,3169,468,839,1600
KAPLORA01 ,105,0,592,0,57,0,217
KAPONJA01 ,401,7723,3004,752,363,285,1182
KAPPETO01 ,59,0,384,0,28,0,128
KarlCo01  ,17,69,30,14,9,5,9
KARLGE01  ,33,281,85,22,51,4,27
KARLGE01  ,231,4168,1618,347,744,358,647
KASIDED01 ,8,0,12,0,6,0,6
KASUNMA01 ,73,569,198,188,11,41,78
KATKALE01 ,107,0,457,0,136,0,185
KAUFFBO01 ,525,13568,6049,3682,1429,0,2306
KAUTZWI01 ,50,0,253,0,37,0,107
KEACL01   ,51,447,198,128,19,32,63
KEARNMI01 ,6,25,1,3,5,0,0
KEARNTO01 ,1,7,2,0,0,0,1
KEEFEAD01 ,617,10334,3107,2556,427,545,1120
KEELIHA01 ,20,75,44,6,10,7,17
KELLEBI01 ,556,13609,6588,1349,1980,659,2440
KELLEGA01 ,122,1714,735,550,47,128,262
KELLEKE01 ,28,0,22,0,1,0,10
KELLERI01 ,814,17711,6199,5678,2092,1576,2166
KELLOCL01 ,260,8514,4918,2482,764,731,2008
KELLYAR01 ,188,3895,1506,497,331,107,598
KELLYGE01 ,46,0,262,0,21,0,94
KELLYTO01 ,27,0,191,0,38,0,73
KELSEGR01 ,305,6030,2961,1402,411,658,1097
KELSOBE01 ,46,298,85,31,18,0,35
KEMPSH01  ,1051,29291,15347,8834,1704,2724,5505
KEMPTTI01 ,280,3758,1259,795,307,289,458
KENDRFR01 ,24,121,80,36,6,0,31
KENNEEU01 ,32,277,65,51,6,0,31
KENNEGO01 ,301,6505,2674,1815,293,371,1112
KENNEJO01 ,82,1382,508,341,73,0,189
KENNEJO01 ,86,1323,454,261,67,0,177
KENNEWI01 ,7,52,12,8,9,0,4
KENONLA01 ,249,8993,4419,2759,385,699,1912
KENONLA01 ,503,15517,8535,3942,1287,1101,3564
KENVIBI01 ,345,6778,2434,1206,715,0,848
KERNEJO01 ,1,5,0,0,0,0,0
KERRIJA01 ,271,3572,2057,1286,667,0,691
KERRJO01  ,905,27784,12480,10092,2004,0,4909
KERRST01  ,910,16206,5437,1060,1658,504,2042
KERSEJE01 ,1153,28115,11825,6339,2134,1583,4723
KERWITO01 ,13,68,14,20,1,2,7
KESSLAL01 ,210,2937,1084,751,81,192,425
KETNELA01 ,25,139,34,34,2,12,13
KEYEJU01  ,418,13676,3161,4602,657,368,1264
KEYSRA01  ,241,3318,1262,551,192,175,522
KHRYAVI01 ,143,2352,643,492,142,139,251
KIDDJA01  ,1107,41171,15318,7409,10199,3461,5469
KIDDWA01  ,68,884,247,233,19,44,100
KIFFIIR01 ,26,212,82,40,19,30,32
KILEYJA01 ,53,504,124,51,65,0,46
KILLUER01 ,4,12,1,2,0,0,0
KILPACA01 ,2,6,3,4,0,0,1
KIMBATO01 ,571,10439,3470,3870,571,0,1383
KIMBLBO01 ,105,1336,574,162,98,98,217
KIMBRST01 ,13,65,21,7,6,4,9
KINCHCH01 ,41,353,118,33,45,30,52
KINGAL01  ,534,12836,6470,2262,1171,1151,2709
KINGBE01  ,874,29417,19655,5060,2863,2791,7830
KINGCH01  ,103,2058,693,311,116,119,271
KINGDA01  ,12,103,19,25,3,0,7
KINGFR01  ,13,79,27,16,7,5,10
KINGGE01  ,411,13408,4219,1606,1958,0,1517
KINGGE03  ,126,1829,566,393,84,92,235
KINGJI01  ,607,11187,4377,1500,1412,0,1700
KINGJI02  ,64,890,285,112,90,61,112
KINGLO01  ,84,1255,506,125,117,80,191
KINGMA01  ,38,973,226,106,144,0,99
KINGRE01  ,438,11345,3898,2707,691,653,1512
KINGRI01  ,72,309,135,74,21,28,44
KINGRO01  ,9,126,64,19,14,7,24
KINGST01  ,438,7406,2819,1460,387,527,1071
KINGTO01  ,58,0,295,0,32,0,97
KINNEBO01 ,118,0,1125,0,177,0,394
KinseTa01 ,109,1338,511,147,53,71,186
KIRILAN01 ,559,17308,6973,3246,1569,1148,2283
KIRKLWI01 ,2,27,6,11,1,0,3
KIRKWA01  ,118,396,907,44,249,0,265
KISTLDO01 ,5,13,8,1,0,0,3
KITCHCU01 ,6,31,9,9,1,0,3
KITEGR01  ,680,10080,1717,2607,345,543,716
KITTLKE01 ,507,16927,7165,1983,1295,621,2779
KLEINJO01 ,965,14712,4666,3991,622,777,1902
KLEIZLI01 ,301,5717,2502,1039,219,264,877
KLIERLE01 ,113,0,802,0,177,0,282
KLOTZHE01 ,11,0,15,0,7,0,7
KLUEHDU01 ,113,0,924,183,173,0,316
KLUTTLO01 ,3,8,0,5,0,0,0
KNIGHBI01 ,150,5334,3340,1340,427,535,1354
KNIGHBI01 ,671,18412,10561,3037,1435,1256,4064
KNIGHBO01 ,2,29,7,1,8,0,3
KNIGHBR01 ,729,18170,5340,1787,4481,1367,2019
KNIGHBR02 ,1,3,0,0,1,0,0
KNIGHNE01 ,276,4513,1699,351,780,357,671
KNIGHRO01 ,101,1145,472,283,83,0,211
KNIGHTO01 ,283,7331,3640,1444,335,444,1602
KNIGHTR01 ,371,4568,1276,1160,224,244,522
KNORELE01 ,131,0,873,0,206,0,317
KNOSTDI01 ,5,47,13,17,6,0,3
KNOWLRO01 ,9,43,9,9,0,0,4
KOFOEBA01 ,111,702,162,56,108,56,58
KOJISDO01 ,814,19241,9948,4555,1112,0,3947
KOMENMI01 ,64,0,634,0,124,0,244
KOMIVHO01 ,742,20213,7550,1804,2941,0,2972
KONCAJO01 ,784,16409,3520,3856,785,624,1444
KONDLTO01 ,42,353,138,125,13,23,58
KOPERBU01 ,56,631,247,61,43,0,106
KOPICJO01 ,118,1187,432,314,84,75,137
KORNEFR01 ,89,595,171,95,30,34,65
KOROLYA01 ,33,167,39,16,13,7,13
KORVEKY01 ,465,12013,4723,1449,728,527,1631
KOSKITO01 ,5,30,6,7,4,2,2
KOSMALE01 ,76,506,110,144,53,0,41
KOSTEAN01 ,21,0,135,0,14,0,46
KOTTMHA01 ,53,0,165,0,17,0,59
KoufoKo01 ,48,567,224,138,20,26,94
KOZELTO01 ,189,1911,407,346,99,0,167
KOZLIRO01 ,37,354,109,69,14,19,41
KRAMEAR01 ,8,45,16,12,3,5,7
KRAMEBA01 ,7,56,27,13,3,0,10
KRAMEBA01 ,52,507,186,100,41,0,63
KRAMEJO01 ,328,4184,1257,916,343,264,483
KRAMEST01 ,124,2288,1048,310,236,165,380
KRAUSDA01 ,13,0,21,0,7,0,5
KRAUTHE01 ,10,0,13,0,4,0,4
KREBSJI01 ,515,10661,4128,3177,429,0,1696
KREKLWA01 ,25,100,30,12,9,10,11
KRISSJI01 ,2,15,6,3,0,1,2
KRONTO01  ,184,3139,1193,603,518,0,450
KRONTO01  ,40,493,158,69,87,0,55
KROPPTO01 ,78,552,193,62,47,0,80
KRSTINE01 ,272,7234,2996,1544,267,383,1212
KRYSTLA01 ,421,9098,3425,2051,513,522,1294
KUBERST01 ,568,7897,3114,2146,338,2,1254
KUBIALE01 ,62,0,710,0,201,0,259
KUCZEBR01 ,15,119,28,23,8,15,10
KUDELFR01 ,228,2150,1642,521,490,0,614
KUESTJO01 ,135,1527,451,141,305,122,173
KUKARA01  ,52,0,253,0,38,0,99
KUKOCTO01 ,846,22214,9810,3555,3118,1544,3633
KUNNEKE01 ,555,12104,4602,4031,784,391,2022
KUNZETE01 ,46,662,230,75,47,58,83
KUPCHMI01 ,510,9905,5202,2730,377,682,2003
KUPECCH01 ,147,1589,606,313,108,24,247
KurzRo01  ,40,442,157,81,20,16,51
KUTLUIB01 ,5,12,0,1,0,2,0
LACEFRE01 ,8,48,24,11,0,3,11
LACEYSA01 ,1002,31873,10303,9687,3754,978,4276
LACKEBO01 ,71,1200,413,164,137,121,156
LACOUFR01 ,144,2400,940,474,269,0,381
LACYED01  ,46,609,234,180,30,63,98
LADNEWE01 ,300,7883,3474,2481,621,444,1498
LAETTCH01 ,868,25761,11121,5806,2224,1932,4036
LAFRERA01 ,563,14541,5690,3423,606,511,2227
LAGARTO01 ,312,6194,2376,1593,456,534,870
LAIMBBI01 ,1068,33956,13790,10400,2184,1594,5574
LALICPE01 ,1,0,0,0,0,0,0
LAMARBO01 ,202,6871,3976,647,886,516,1630
LAMARBO01 ,71,1165,502,92,177,0,228
LAMBEJO01 ,446,5564,1688,1493,248,258,725
LAMPEMA01 ,64,632,215,142,22,35,94
LAMPJE01  ,291,3471,1495,437,269,219,607
LAMPLJI01 ,1,16,3,5,0,1,1
LAMPLSE01 ,45,550,203,94,33,28,69
LandrCa01 ,111,2176,980,555,60,94,375
LANDSMA01 ,437,7306,2468,2681,236,473,1024
LANEJE01  ,218,3215,1154,1258,322,261,497
LANGAN01  ,737,15345,4433,3519,424,697,1781
LANGAN02  ,143,1395,329,210,50,88,121
LANGDTR01 ,119,1736,647,159,152,98,220
LangfKe01 ,2,10,2,2,0,0,1
LANGHDA01 ,133,1254,393,199,39,35,172
LangJa01  ,11,55,11,11,2,2,4
LANIEBO01 ,959,32103,19248,9698,3007,1112,7761
LANTZST01 ,547,15267,6782,1820,1566,0,2469
LARESYO01 ,59,703,302,77,94,0,122
LARUERU01 ,98,1564,486,126,152,94,187
LARUSRU01 ,736,24487,11507,6936,1556,0,4102
LASKOJO01 ,118,2132,832,282,99,0,359
LasmeSt01 ,16,303,83,53,3,15,32
LATTIDA01 ,151,2913,1398,905,122,140,554
LATTIDA01 ,112,1244,506,427,62,0,187
LAUDEPR01 ,74,525,255,143,33,83,102
LAURERI01 ,10,57,24,10,3,4,10
LAURIHA01 ,9,57,13,15,8,0,3
LAUTEWA01 ,55,0,238,0,73,0,100
LAVELTO01 ,86,0,591,59,63,0,194
LAVOYBO01 ,264,5433,2156,1634,391,0,821
LawAc01   ,111,1425,397,115,199,85,147
LAWREED01 ,3,19,12,4,1,1,5
LAWSOJA01 ,17,80,26,27,5,2,9
LAYTODE01 ,264,4429,1826,353,699,59,765
LAYTOMO01 ,3,65,19,4,7,7,8
LEAKSEM01 ,311,9232,4188,3077,351,170,1685
LEAKSEM01 ,135,3375,1114,921,120,0,456
LEARHA01  ,3,14,4,1,1,0,2
LEAVEAL01 ,700,16248,6684,1164,3339,1324,2549
LEBOJE01  ,4,32,6,4,3,1,2
LECKNER01 ,449,5448,1835,1418,211,386,713
LEEBU01   ,96,1834,773,137,307,164,296
LEECL01   ,742,19885,5733,7626,788,0,2256
LeeCo01   ,77,1938,646,178,91,69,243
LEEDA01   ,58,769,374,187,20,44,126
LEEDA02   ,287,8037,3135,2579,416,390,1240
LEEDEED01 ,121,0,949,118,225,0,293
LEEDI01   ,2,2,0,1,0,0,0
LEEDO01   ,73,415,168,42,32,20,61
LEEGE01   ,297,5158,2229,1235,258,0,740
LEEGR01   ,5,35,6,2,11,0,2
LEEGR01   ,5,63,18,3,13,6,8
LEEKE01   ,182,2907,1114,861,178,216,456
LEEKU01   ,48,265,66,30,34,20,19
LEERO01   ,448,9586,3285,1219,1688,783,1296
LEERO02   ,2,10,2,1,2,0,1
LEERU01   ,97,582,282,114,65,0,116
LEFKOHA01 ,24,0,51,0,4,0,22
LEGLETI01 ,310,5253,2182,481,402,194,762
LEHMAGE02 ,310,9077,4245,566,1557,450,1531
LEHMAGE02 ,66,635,213,53,120,0,85
LENARVO01 ,565,15352,6745,1609,1180,748,2444
LENTZLA01 ,148,3633,1179,919,120,149,478
LEONABO01 ,426,11632,4204,1217,1427,0,1574
LEONAGA01 ,31,149,44,34,2,9,17
LESJI01   ,321,4222,1210,396,930,295,372
LESTERO01 ,250,4959,1816,473,1003,474,679
LETTCL01  ,11,127,38,7,8,10,16
LEVANAN01 ,103,68,463,9,204,0,197
LEVERLA01 ,752,23814,10433,4523,4696,1471,4244
LEVINCL01 ,830,16962,5888,4307,752,829,2333
LEWISBO01 ,255,4303,1481,533,555,0,564
LEWISCE01 ,3,4,4,2,0,0,2
LEWISFR01 ,686,24038,11660,2661,2883,1368,4161
LEWISFR01 ,64,886,373,91,96,0,141
LEWISFR02 ,95,0,799,0,132,0,318
LEWISGR01 ,139,0,750,0,132,0,273
LEWISMA01 ,25,239,89,35,7,15,35
LEWISMI01 ,337,10118,4081,4022,1000,403,1613
LEWISQU01 ,159,1853,567,210,96,98,232
LEWISRA01 ,777,26865,13128,4485,1452,1282,4756
LEWISRA02 ,99,672,229,118,29,45,89
LEWISRE01 ,450,14676,7902,1938,1153,708,3198
LIBERMA01 ,267,4568,1942,925,244,264,783
LICHTTO01 ,237,4240,1870,505,325,254,733
LIEBOBA01 ,82,2168,894,170,301,224,320
LIGONBI01 ,38,272,126,26,25,0,55
LIGONGO01 ,434,14560,5560,4720,910,552,2063
LINGEST01 ,10,67,10,16,5,6,5
LISTEAL01 ,953,18965,6298,5996,914,1450,2514
LITTLGE01 ,450,11310,4066,1475,1336,413,1606
LITTLSA01 ,3,11,5,1,2,0,2
LIVINRA01 ,203,2683,773,282,415,223,304
LIVINRO01 ,117,0,732,297,217,0,267
LIVINSH01 ,157,4180,1148,484,718,303,477
LLAMAHO01 ,28,143,58,36,5,20,23
LLOYDBO01 ,125,2353,1127,220,229,169,362
LLOYDCH01 ,14,118,66,25,6,0,23
LLOYDEA01 ,560,14477,4682,3609,810,0,1766
LLOYDLE01 ,388,9406,5130,1192,1138,820,2172
LLOYDSC01 ,372,5638,1694,1114,356,304,647
LOCHMBO01 ,62,802,232,162,47,0,79
LOCHMRI01 ,170,2205,731,466,143,90,296
LOCKHDA01 ,2,14,4,3,0,2,2
LOCKHIA01 ,1,2,4,0,0,0,1
LOCKRO01  ,20,110,30,32,4,13,9
LODERKE01 ,148,2094,875,338,174,143,365
LOFGRDO01 ,209,3422,1265,817,216,0,436
