,KMeans_Score,Cluster_Count
0,2.46446060303,0
1,1.90903818623,1
2,1.8141239218,2
3,1.41140216245,3
4,1.12263807232,4
5,1.03755272889,5
6,0.970091339909,6
7,0.90741147849,7
8,0.846934574106,8
9,0.769387934265,9
10,0.664195978255,10
11,0.603107739331,11
12,0.502228628197,12
13,0.362515807469,13
14,0.332172286831,14
15,0.282738558438,15
16,1.23630202149e-33,16
