,KMeans_Score,Cluster_Count
0,2.29249738387,0
1,2.006979155,1
2,1.90069932567,2
3,1.35267588311,3
4,1.11977731276,4
5,1.02238706129,5
6,1.0156036657,6
7,0.93598687925,7
8,0.87282622716,8
9,0.76599535718,9
10,0.669429912382,10
11,0.572396709203,11
12,0.484283869167,12
13,0.393730183946,13
14,0.357789044557,14
15,0.236942029762,15
16,1.00285775369e-33,16
