,KMeans_Score,Cluster_Count
0,2.26733392709,0
1,2.0268004479,1
2,1.82735008021,2
3,1.41641601824,3
4,1.15630535918,4
5,1.07101864377,5
6,0.955262801194,6
7,0.91035290634,7
8,0.885866253591,8
9,0.759668709515,9
10,0.671171344507,10
11,0.558956794197,11
12,0.520984159921,12
13,0.37345436697,13
14,0.342265361142,14
15,0.256792826248,15
16,3.98663954205e-33,16
